DP,DPNOM,AÑO,ÁREA GEOGRÁFICA,Población
54,Norte de Santander,1994,Centros Poblados y Rural Disperso,303896
54,Norte de Santander,1994,Total,1105462
54,Norte de Santander,1995,Cabecera,828546
54,Norte de Santander,1995,Centros Poblados y Rural Disperso,297373
54,Norte de Santander,1995,Total,1125919
54,Norte de Santander,1996,Cabecera,854185
54,Norte de Santander,1996,Centros Poblados y Rural Disperso,291777
54,Norte de Santander,1996,Total,1145962
54,Norte de Santander,1997,Cabecera,878225
54,Norte de Santander,1997,Centros Poblados y Rural Disperso,287280
54,Norte de Santander,1997,Total,1165505
54,Norte de Santander,1998,Cabecera,900575
54,Norte de Santander,1998,Centros Poblados y Rural Disperso,283849
54,Norte de Santander,1998,Total,1184424
54,Norte de Santander,1999,Cabecera,921180
54,Norte de Santander,1999,Centros Poblados y Rural Disperso,281475
54,Norte de Santander,1999,Total,1202655
54,Norte de Santander,2000,Cabecera,940089
54,Norte de Santander,2000,Centros Poblados y Rural Disperso,280010
54,Norte de Santander,2000,Total,1220099
54,Norte de Santander,2001,Cabecera,957405
54,Norte de Santander,2001,Centros Poblados y Rural Disperso,279327
54,Norte de Santander,2001,Total,1236732
54,Norte de Santander,2002,Cabecera,973323
54,Norte de Santander,2002,Centros Poblados y Rural Disperso,279315
54,Norte de Santander,2002,Total,1252638
54,Norte de Santander,2003,Cabecera,988128
54,Norte de Santander,2003,Centros Poblados y Rural Disperso,279876
54,Norte de Santander,2003,Total,1268004
54,Norte de Santander,2004,Cabecera,1002069
54,Norte de Santander,2004,Centros Poblados y Rural Disperso,280933
54,Norte de Santander,2004,Total,1283002
63,Quindio,1993,Cabecera,402786
63,Quindio,1993,Centros Poblados y Rural Disperso,74652
63,Quindio,1993,Total,477438
63,Quindio,1994,Cabecera,408526
63,Quindio,1994,Centros Poblados y Rural Disperso,73276
63,Quindio,1994,Total,481802
63,Quindio,1995,Cabecera,414209
63,Quindio,1995,Centros Poblados y Rural Disperso,71917
63,Quindio,1995,Total,486126
63,Quindio,1996,Cabecera,419649
63,Quindio,1996,Centros Poblados y Rural Disperso,70654
63,Quindio,1996,Total,490303
63,Quindio,1997,Cabecera,424710
63,Quindio,1997,Centros Poblados y Rural Disperso,69522
63,Quindio,1997,Total,494232
63,Quindio,1998,Cabecera,429267
63,Quindio,1998,Centros Poblados y Rural Disperso,68546
63,Quindio,1998,Total,497813
63,Quindio,1999,Cabecera,433262
63,Quindio,1999,Centros Poblados y Rural Disperso,67727
63,Quindio,1999,Total,500989
63,Quindio,2000,Cabecera,436599
63,Quindio,2000,Centros Poblados y Rural Disperso,67068
63,Quindio,2000,Total,503667
63,Quindio,2001,Cabecera,439287
63,Quindio,2001,Centros Poblados y Rural Disperso,66521
63,Quindio,2001,Total,505808
63,Quindio,2002,Cabecera,441402
63,Quindio,2002,Centros Poblados y Rural Disperso,66064
63,Quindio,2002,Total,507466
63,Quindio,2003,Cabecera,443074
63,Quindio,2003,Centros Poblados y Rural Disperso,65734
63,Quindio,2003,Total,508808
63,Quindio,2004,Cabecera,444545
63,Quindio,2004,Centros Poblados y Rural Disperso,65474
63,Quindio,2004,Total,510019
66,Risaralda,1993,Cabecera,558916
66,Risaralda,1993,Centros Poblados y Rural Disperso,216196
66,Risaralda,1993,Total,775112
66,Risaralda,1994,Cabecera,570896
66,Risaralda,1994,Centros Poblados y Rural Disperso,216107
66,Risaralda,1994,Total,787003
66,Risaralda,1995,Cabecera,582617
66,Risaralda,1995,Centros Poblados y Rural Disperso,216045
66,Risaralda,1995,Total,798662
66,Risaralda,1996,Cabecera,593966
66,Risaralda,1996,Centros Poblados y Rural Disperso,215943
66,Risaralda,1996,Total,809909
66,Risaralda,1997,Cabecera,604814
66,Risaralda,1997,Centros Poblados y Rural Disperso,215780
66,Risaralda,1997,Total,820594
66,Risaralda,1998,Cabecera,615012
66,Risaralda,1998,Centros Poblados y Rural Disperso,215500
66,Risaralda,1998,Total,830512
66,Risaralda,1999,Cabecera,624512
66,Risaralda,1999,Centros Poblados y Rural Disperso,215100
66,Risaralda,1999,Total,839612
66,Risaralda,2000,Cabecera,633191
66,Risaralda,2000,Centros Poblados y Rural Disperso,214556
66,Risaralda,2000,Total,847747
66,Risaralda,2001,Cabecera,640996
66,Risaralda,2001,Centros Poblados y Rural Disperso,213850
66,Risaralda,2001,Total,854846
66,Risaralda,2002,Cabecera,648032
66,Risaralda,2002,Centros Poblados y Rural Disperso,213006
66,Risaralda,2002,Total,861038
66,Risaralda,2003,Cabecera,654570
66,Risaralda,2003,Centros Poblados y Rural Disperso,212158
66,Risaralda,2003,Total,866728
66,Risaralda,2004,Cabecera,660967
66,Risaralda,2004,Centros Poblados y Rural Disperso,211373
66,Risaralda,2004,Total,872340
68,Santander,1993,Cabecera,1027002
68,Santander,1993,Centros Poblados y Rural Disperso,555986
68,Santander,1993,Total,1582988
68,Santander,1994,Cabecera,1054204
68,Santander,1994,Centros Poblados y Rural Disperso,555171
68,Santander,1994,Total,1609375
68,Santander,1995,Cabecera,1081671
68,Santander,1995,Centros Poblados y Rural Disperso,554394
68,Santander,1995,Total,1636065
68,Santander,1996,Cabecera,1109297
68,Santander,1996,Centros Poblados y Rural Disperso,553658
68,Santander,1996,Total,1662955
68,Santander,1997,Cabecera,1136854
68,Santander,1997,Centros Poblados y Rural Disperso,552843
68,Santander,1997,Total,1689697
68,Santander,1998,Cabecera,1164071
68,Santander,1998,Centros Poblados y Rural Disperso,551856
68,Santander,1998,Total,1715927
68,Santander,1999,Cabecera,1190843
68,Santander,1999,Centros Poblados y Rural Disperso,550661
68,Santander,1999,Total,1741504
68,Santander,2000,Cabecera,1217067
68,Santander,2000,Centros Poblados y Rural Disperso,549255
68,Santander,2000,Total,1766322
68,Santander,2001,Cabecera,1242698
68,Santander,2001,Centros Poblados y Rural Disperso,547640
68,Santander,2001,Total,1790338
68,Santander,2002,Cabecera,1267828
68,Santander,2002,Centros Poblados y Rural Disperso,545894
68,Santander,2002,Total,1813722
68,Santander,2003,Cabecera,1292653
68,Santander,2003,Centros Poblados y Rural Disperso,544111
68,Santander,2003,Total,1836764
68,Santander,2004,Cabecera,1317296
68,Santander,2004,Centros Poblados y Rural Disperso,542369
68,Santander,2004,Total,1859665
70,Sucre,1993,Cabecera,415356
70,Sucre,1993,Centros Poblados y Rural Disperso,255800
70,Sucre,1993,Total,671156
70,Sucre,1994,Cabecera,423001
70,Sucre,1994,Centros Poblados y Rural Disperso,258129
70,Sucre,1994,Total,681130
70,Sucre,1995,Cabecera,430159
70,Sucre,1995,Centros Poblados y Rural Disperso,260692
70,Sucre,1995,Total,690851
70,Sucre,1996,Cabecera,436924
70,Sucre,1996,Centros Poblados y Rural Disperso,263418
70,Sucre,1996,Total,700342
70,Sucre,1997,Cabecera,443428
70,Sucre,1997,Centros Poblados y Rural Disperso,266293
70,Sucre,1997,Total,709721
70,Sucre,1998,Cabecera,449789
70,Sucre,1998,Centros Poblados y Rural Disperso,269332
70,Sucre,1998,Total,719121
70,Sucre,1999,Cabecera,455078
70,Sucre,1999,Centros Poblados y Rural Disperso,273501
70,Sucre,1999,Total,728579
70,Sucre,2000,Cabecera,461291
70,Sucre,2000,Centros Poblados y Rural Disperso,276778
70,Sucre,2000,Total,738069
70,Sucre,2001,Cabecera,467436
70,Sucre,2001,Centros Poblados y Rural Disperso,280120
70,Sucre,2001,Total,747556
70,Sucre,2002,Cabecera,473477
70,Sucre,2002,Centros Poblados y Rural Disperso,283479
70,Sucre,2002,Total,756956
70,Sucre,2003,Cabecera,481489
70,Sucre,2003,Centros Poblados y Rural Disperso,284671
70,Sucre,2003,Total,766160
70,Sucre,2004,Cabecera,487216
70,Sucre,2004,Centros Poblados y Rural Disperso,287908
70,Sucre,2004,Total,775124
73,Tolima,1993,Cabecera,744258
73,Tolima,1993,Centros Poblados y Rural Disperso,499960
73,Tolima,1993,Total,1244218
73,Tolima,1994,Cabecera,755946
73,Tolima,1994,Centros Poblados y Rural Disperso,495280
73,Tolima,1994,Total,1251226
73,Tolima,1995,Cabecera,767171
73,Tolima,1995,Centros Poblados y Rural Disperso,490773
73,Tolima,1995,Total,1257944
73,Tolima,1996,Cabecera,777939
73,Tolima,1996,Centros Poblados y Rural Disperso,486411
73,Tolima,1996,Total,1264350
73,Tolima,1997,Cabecera,788293
73,Tolima,1997,Centros Poblados y Rural Disperso,482239
73,Tolima,1997,Total,1270532
73,Tolima,1998,Cabecera,798284
73,Tolima,1998,Centros Poblados y Rural Disperso,478258
73,Tolima,1998,Total,1276542
73,Tolima,1999,Cabecera,807845
73,Tolima,1999,Centros Poblados y Rural Disperso,474481
73,Tolima,1999,Total,1282326
73,Tolima,2000,Cabecera,816946
73,Tolima,2000,Centros Poblados y Rural Disperso,470836
73,Tolima,2000,Total,1287782
73,Tolima,2001,Cabecera,825540
73,Tolima,2001,Centros Poblados y Rural Disperso,467275
73,Tolima,2001,Total,1292815
73,Tolima,2002,Cabecera,833460
73,Tolima,2002,Centros Poblados y Rural Disperso,463757
73,Tolima,2002,Total,1297217
73,Tolima,2003,Cabecera,840625
73,Tolima,2003,Centros Poblados y Rural Disperso,460181
73,Tolima,2003,Total,1300806
73,Tolima,2004,Cabecera,846967
73,Tolima,2004,Centros Poblados y Rural Disperso,456531
73,Tolima,2004,Total,1303498
76,Valle del Cauca,1993,Cabecera,3183210
76,Valle del Cauca,1993,Centros Poblados y Rural Disperso,581547
76,Valle del Cauca,1993,Total,3764757
76,Valle del Cauca,1994,Cabecera,3227688
76,Valle del Cauca,1994,Centros Poblados y Rural Disperso,583916
76,Valle del Cauca,1994,Total,3811604
76,Valle del Cauca,1995,Cabecera,3270411
76,Valle del Cauca,1995,Centros Poblados y Rural Disperso,587145
76,Valle del Cauca,1995,Total,3857556
76,Valle del Cauca,1996,Cabecera,3311244
76,Valle del Cauca,1996,Centros Poblados y Rural Disperso,590975
76,Valle del Cauca,1996,Total,3902219
76,Valle del Cauca,1997,Cabecera,3350012
76,Valle del Cauca,1997,Centros Poblados y Rural Disperso,595158
76,Valle del Cauca,1997,Total,3945170
76,Valle del Cauca,1998,Cabecera,3386371
76,Valle del Cauca,1998,Centros Poblados y Rural Disperso,599476
76,Valle del Cauca,1998,Total,3985847
76,Valle del Cauca,1999,Cabecera,3420291
76,Valle del Cauca,1999,Centros Poblados y Rural Disperso,603817
76,Valle del Cauca,1999,Total,4024108
76,Valle del Cauca,2000,Cabecera,3451331
76,Valle del Cauca,2000,Centros Poblados y Rural Disperso,608008
76,Valle del Cauca,2000,Total,4059339
76,Valle del Cauca,2001,Cabecera,3479305
76,Valle del Cauca,2001,Centros Poblados y Rural Disperso,611925
76,Valle del Cauca,2001,Total,4091230
76,Valle del Cauca,2002,Cabecera,3504726
76,Valle del Cauca,2002,Centros Poblados y Rural Disperso,615618
76,Valle del Cauca,2002,Total,4120344
76,Valle del Cauca,2003,Cabecera,3529001
76,Valle del Cauca,2003,Centros Poblados y Rural Disperso,619270
76,Valle del Cauca,2003,Total,4148271
76,Valle del Cauca,2004,Cabecera,3553612
76,Valle del Cauca,2004,Centros Poblados y Rural Disperso,623122
76,Valle del Cauca,2004,Total,4176734
81,Arauca,1993,Cabecera,125623
81,Arauca,1993,Centros Poblados y Rural Disperso,69822
81,Arauca,1993,Total,195445
81,Arauca,1994,Cabecera,128317
81,Arauca,1994,Centros Poblados y Rural Disperso,70276
81,Arauca,1994,Total,198593
81,Arauca,1995,Cabecera,130839
81,Arauca,1995,Centros Poblados y Rural Disperso,70768
81,Arauca,1995,Total,201607
81,Arauca,1996,Cabecera,133166
81,Arauca,1996,Centros Poblados y Rural Disperso,71296
81,Arauca,1996,Total,204462
81,Arauca,1997,Cabecera,135286
81,Arauca,1997,Centros Poblados y Rural Disperso,71863
81,Arauca,1997,Total,207149
81,Arauca,1998,Cabecera,137207
81,Arauca,1998,Centros Poblados y Rural Disperso,72447
81,Arauca,1998,Total,209654
81,Arauca,1999,Cabecera,138946
81,Arauca,1999,Centros Poblados y Rural Disperso,73017
81,Arauca,1999,Total,211963
81,Arauca,2000,Cabecera,140480
81,Arauca,2000,Centros Poblados y Rural Disperso,73568
81,Arauca,2000,Total,214048
81,Arauca,2001,Cabecera,141817
81,Arauca,2001,Centros Poblados y Rural Disperso,74082
81,Arauca,2001,Total,215899
81,Arauca,2002,Cabecera,142974
81,Arauca,2002,Centros Poblados y Rural Disperso,74535
81,Arauca,2002,Total,217509
81,Arauca,2003,Cabecera,143961
81,Arauca,2003,Centros Poblados y Rural Disperso,74942
81,Arauca,2003,Total,218903
81,Arauca,2004,Cabecera,144802
81,Arauca,2004,Centros Poblados y Rural Disperso,75313
81,Arauca,2004,Total,220115
85,Casanare,1993,Cabecera,131207
85,Casanare,1993,Centros Poblados y Rural Disperso,107965
85,Casanare,1993,Total,239172
85,Casanare,1994,Cabecera,143798
85,Casanare,1994,Centros Poblados y Rural Disperso,102140
85,Casanare,1994,Total,245938
85,Casanare,1995,Cabecera,155650
85,Casanare,1995,Centros Poblados y Rural Disperso,97141
85,Casanare,1995,Total,252791
85,Casanare,1996,Cabecera,166390
85,Casanare,1996,Centros Poblados y Rural Disperso,93359
85,Casanare,1996,Total,259749
85,Casanare,1997,Cabecera,175943
85,Casanare,1997,Centros Poblados y Rural Disperso,90872
85,Casanare,1997,Total,266815
85,Casanare,1998,Cabecera,184399
85,Casanare,1998,Centros Poblados y Rural Disperso,89572
85,Casanare,1998,Total,273971
85,Casanare,1999,Cabecera,191953
85,Casanare,1999,Centros Poblados y Rural Disperso,89241
85,Casanare,1999,Total,281194
85,Casanare,2000,Cabecera,198818
85,Casanare,2000,Centros Poblados y Rural Disperso,89629
85,Casanare,2000,Total,288447
85,Casanare,2001,Cabecera,205143
85,Casanare,2001,Centros Poblados y Rural Disperso,90572
85,Casanare,2001,Total,295715
85,Casanare,2002,Cabecera,211119
85,Casanare,2002,Centros Poblados y Rural Disperso,91884
85,Casanare,2002,Total,303003
85,Casanare,2003,Cabecera,216821
85,Casanare,2003,Centros Poblados y Rural Disperso,93494
85,Casanare,2003,Total,310315
85,Casanare,2004,Cabecera,222373
85,Casanare,2004,Centros Poblados y Rural Disperso,95298
85,Casanare,2004,Total,317671
86,Putumayo,1993,Cabecera,61517
86,Putumayo,1993,Centros Poblados y Rural Disperso,123348
86,Putumayo,1993,Total,184865
86,Putumayo,1994,Cabecera,68075
86,Putumayo,1994,Centros Poblados y Rural Disperso,123409
86,Putumayo,1994,Total,191484
86,Putumayo,1995,Cabecera,72800
86,Putumayo,1995,Centros Poblados y Rural Disperso,125495
86,Putumayo,1995,Total,198295
86,Putumayo,1996,Cabecera,77751
86,Putumayo,1996,Centros Poblados y Rural Disperso,127501
86,Putumayo,1996,Total,205252
86,Putumayo,1997,Cabecera,83780
86,Putumayo,1997,Centros Poblados y Rural Disperso,128517
86,Putumayo,1997,Total,212297
86,Putumayo,1998,Cabecera,90780
86,Putumayo,1998,Centros Poblados y Rural Disperso,128589
86,Putumayo,1998,Total,219369
86,Putumayo,1999,Cabecera,98324
86,Putumayo,1999,Centros Poblados y Rural Disperso,128084
86,Putumayo,1999,Total,226408
86,Putumayo,2000,Cabecera,105785
86,Putumayo,2000,Centros Poblados y Rural Disperso,127575
86,Putumayo,2000,Total,233360
86,Putumayo,2001,Cabecera,112634
86,Putumayo,2001,Centros Poblados y Rural Disperso,127547
86,Putumayo,2001,Total,240181
86,Putumayo,2002,Cabecera,118610
86,Putumayo,2002,Centros Poblados y Rural Disperso,128245
86,Putumayo,2002,Total,246855
86,Putumayo,2003,Cabecera,123746
86,Putumayo,2003,Centros Poblados y Rural Disperso,129655
86,Putumayo,2003,Total,253401
86,Putumayo,2004,Cabecera,128202
86,Putumayo,2004,Centros Poblados y Rural Disperso,131657
86,Putumayo,2004,Total,259859
88,Archipiélago de San Andrés,1993,Cabecera,39742
88,Archipiélago de San Andrés,1993,Centros Poblados y Rural Disperso,15396
88,Archipiélago de San Andrés,1993,Total,55138
88,Archipiélago de San Andrés,1994,Cabecera,40645
88,Archipiélago de San Andrés,1994,Centros Poblados y Rural Disperso,15736
88,Archipiélago de San Andrés,1994,Total,56381
88,Archipiélago de San Andrés,1995,Cabecera,41454
88,Archipiélago de San Andrés,1995,Centros Poblados y Rural Disperso,16024
88,Archipiélago de San Andrés,1995,Total,57478
88,Archipiélago de San Andrés,1996,Cabecera,42146
88,Archipiélago de San Andrés,1996,Centros Poblados y Rural Disperso,16291
88,Archipiélago de San Andrés,1996,Total,58437
88,Archipiélago de San Andrés,1997,Cabecera,42760
88,Archipiélago de San Andrés,1997,Centros Poblados y Rural Disperso,16503
88,Archipiélago de San Andrés,1997,Total,59263
88,Archipiélago de San Andrés,1998,Cabecera,43282
88,Archipiélago de San Andrés,1998,Centros Poblados y Rural Disperso,16698
88,Archipiélago de San Andrés,1998,Total,59980
88,Archipiélago de San Andrés,1999,Cabecera,43742
88,Archipiélago de San Andrés,1999,Centros Poblados y Rural Disperso,16865
88,Archipiélago de San Andrés,1999,Total,60607
88,Archipiélago de San Andrés,2000,Cabecera,44144
88,Archipiélago de San Andrés,2000,Centros Poblados y Rural Disperso,16988
88,Archipiélago de San Andrés,2000,Total,61132
88,Archipiélago de San Andrés,2001,Cabecera,44456
88,Archipiélago de San Andrés,2001,Centros Poblados y Rural Disperso,17091
88,Archipiélago de San Andrés,2001,Total,61547
88,Archipiélago de San Andrés,2002,Cabecera,44694
88,Archipiélago de San Andrés,2002,Centros Poblados y Rural Disperso,17149
88,Archipiélago de San Andrés,2002,Total,61843
88,Archipiélago de San Andrés,2003,Cabecera,44846
88,Archipiélago de San Andrés,2003,Centros Poblados y Rural Disperso,17194
88,Archipiélago de San Andrés,2003,Total,62040
88,Archipiélago de San Andrés,2004,Cabecera,44967
88,Archipiélago de San Andrés,2004,Centros Poblados y Rural Disperso,17195
88,Archipiélago de San Andrés,2004,Total,62162
91,Amazonas,1993,Cabecera,22517
91,Amazonas,1993,Centros Poblados y Rural Disperso,22211
91,Amazonas,1993,Total,44728
91,Amazonas,1994,Cabecera,23210
91,Amazonas,1994,Centros Poblados y Rural Disperso,22900
91,Amazonas,1994,Total,46110
91,Amazonas,1995,Cabecera,23888
91,Amazonas,1995,Centros Poblados y Rural Disperso,23567
91,Amazonas,1995,Total,47455
91,Amazonas,1996,Cabecera,24537
91,Amazonas,1996,Centros Poblados y Rural Disperso,24229
91,Amazonas,1996,Total,48766
91,Amazonas,1997,Cabecera,25175
91,Amazonas,1997,Centros Poblados y Rural Disperso,24877
91,Amazonas,1997,Total,50052
91,Amazonas,1998,Cabecera,25771
91,Amazonas,1998,Centros Poblados y Rural Disperso,25526
91,Amazonas,1998,Total,51297
91,Amazonas,1999,Cabecera,26364
91,Amazonas,1999,Centros Poblados y Rural Disperso,26154
91,Amazonas,1999,Total,52518
91,Amazonas,2000,Cabecera,26920
91,Amazonas,2000,Centros Poblados y Rural Disperso,26805
91,Amazonas,2000,Total,53725
91,Amazonas,2001,Cabecera,27445
91,Amazonas,2001,Centros Poblados y Rural Disperso,27466
91,Amazonas,2001,Total,54911
91,Amazonas,2002,Cabecera,27950
91,Amazonas,2002,Centros Poblados y Rural Disperso,28132
91,Amazonas,2002,Total,56082
91,Amazonas,2003,Cabecera,28433
91,Amazonas,2003,Centros Poblados y Rural Disperso,28811
91,Amazonas,2003,Total,57244
91,Amazonas,2004,Cabecera,28898
91,Amazonas,2004,Centros Poblados y Rural Disperso,29516
91,Amazonas,2004,Total,58414
94,Guainía,1993,Cabecera,6626
94,Guainía,1993,Centros Poblados y Rural Disperso,13038
94,Guainía,1993,Total,19664
94,Guainía,1994,Cabecera,7066
94,Guainía,1994,Centros Poblados y Rural Disperso,13233
94,Guainía,1994,Total,20299
94,Guainía,1995,Cabecera,7547
94,Guainía,1995,Centros Poblados y Rural Disperso,13442
94,Guainía,1995,Total,20989
94,Guainía,1996,Cabecera,8082
94,Guainía,1996,Centros Poblados y Rural Disperso,13660
94,Guainía,1996,Total,21742
94,Guainía,1997,Cabecera,8635
94,Guainía,1997,Centros Poblados y Rural Disperso,13924
94,Guainía,1997,Total,22559
94,Guainía,1998,Cabecera,9195
94,Guainía,1998,Centros Poblados y Rural Disperso,14240
94,Guainía,1998,Total,23435
94,Guainía,1999,Cabecera,9759
94,Guainía,1999,Centros Poblados y Rural Disperso,14600
94,Guainía,1999,Total,24359
94,Guainía,2000,Cabecera,10294
94,Guainía,2000,Centros Poblados y Rural Disperso,15041
94,Guainía,2000,Total,25335
94,Guainía,2001,Cabecera,10842
94,Guainía,2001,Centros Poblados y Rural Disperso,15523
94,Guainía,2001,Total,26365
94,Guainía,2002,Cabecera,11367
94,Guainía,2002,Centros Poblados y Rural Disperso,16059
94,Guainía,2002,Total,27426
94,Guainía,2003,Cabecera,11880
94,Guainía,2003,Centros Poblados y Rural Disperso,16629
94,Guainía,2003,Total,28509
94,Guainía,2004,Cabecera,12388
94,Guainía,2004,Centros Poblados y Rural Disperso,17225
94,Guainía,2004,Total,29613
95,Guaviare,1993,Cabecera,25287
95,Guaviare,1993,Centros Poblados y Rural Disperso,34744
95,Guaviare,1993,Total,60031
95,Guaviare,1994,Cabecera,27453
95,Guaviare,1994,Centros Poblados y Rural Disperso,34637
95,Guaviare,1994,Total,62090
95,Guaviare,1995,Cabecera,29618
95,Guaviare,1995,Centros Poblados y Rural Disperso,34427
95,Guaviare,1995,Total,64045
95,Guaviare,1996,Cabecera,31675
95,Guaviare,1996,Centros Poblados y Rural Disperso,34185
95,Guaviare,1996,Total,65860
95,Guaviare,1997,Cabecera,33551
95,Guaviare,1997,Centros Poblados y Rural Disperso,33967
95,Guaviare,1997,Total,67518
95,Guaviare,1998,Cabecera,35231
95,Guaviare,1998,Centros Poblados y Rural Disperso,33782
95,Guaviare,1998,Total,69013
95,Guaviare,1999,Cabecera,36670
95,Guaviare,1999,Centros Poblados y Rural Disperso,33659
95,Guaviare,1999,Total,70329
95,Guaviare,2000,Cabecera,37881
95,Guaviare,2000,Centros Poblados y Rural Disperso,33566
95,Guaviare,2000,Total,71447
95,Guaviare,2001,Cabecera,38823
95,Guaviare,2001,Centros Poblados y Rural Disperso,33520
95,Guaviare,2001,Total,72343
95,Guaviare,2002,Cabecera,39549
95,Guaviare,2002,Centros Poblados y Rural Disperso,33457
95,Guaviare,2002,Total,73006
95,Guaviare,2003,Cabecera,40071
95,Guaviare,2003,Centros Poblados y Rural Disperso,33371
95,Guaviare,2003,Total,73442
95,Guaviare,2004,Cabecera,40371
95,Guaviare,2004,Centros Poblados y Rural Disperso,33264
95,Guaviare,2004,Total,73635
97,Vaupés,1993,Cabecera,4115
97,Vaupés,1993,Centros Poblados y Rural Disperso,11305
97,Vaupés,1993,Total,15420
97,Vaupés,1994,Cabecera,4321
97,Vaupés,1994,Centros Poblados y Rural Disperso,11595
97,Vaupés,1994,Total,15916
97,Vaupés,1995,Cabecera,4544
97,Vaupés,1995,Centros Poblados y Rural Disperso,11885
97,Vaupés,1995,Total,16429
97,Vaupés,1996,Cabecera,4768
97,Vaupés,1996,Centros Poblados y Rural Disperso,12194
97,Vaupés,1996,Total,16962
97,Vaupés,1997,Cabecera,5006
97,Vaupés,1997,Centros Poblados y Rural Disperso,12547
97,Vaupés,1997,Total,17553
97,Vaupés,1998,Cabecera,5241
97,Vaupés,1998,Centros Poblados y Rural Disperso,12986
97,Vaupés,1998,Total,18227
97,Vaupés,1999,Cabecera,5520
97,Vaupés,1999,Centros Poblados y Rural Disperso,13477
97,Vaupés,1999,Total,18997
97,Vaupés,2000,Cabecera,5810
97,Vaupés,2000,Centros Poblados y Rural Disperso,14065
97,Vaupés,2000,Total,19875
97,Vaupés,2001,Cabecera,6126
97,Vaupés,2001,Centros Poblados y Rural Disperso,14724
97,Vaupés,2001,Total,20850
97,Vaupés,2002,Cabecera,6457
97,Vaupés,2002,Centros Poblados y Rural Disperso,15457
97,Vaupés,2002,Total,21914
97,Vaupés,2003,Cabecera,6794
97,Vaupés,2003,Centros Poblados y Rural Disperso,16253
97,Vaupés,2003,Total,23047
97,Vaupés,2004,Cabecera,7161
97,Vaupés,2004,Centros Poblados y Rural Disperso,17075
97,Vaupés,2004,Total,24236
99,Vichada,1993,Cabecera,15956
99,Vichada,1993,Centros Poblados y Rural Disperso,36994
99,Vichada,1993,Total,52950
99,Vichada,1994,Cabecera,16401
99,Vichada,1994,Centros Poblados y Rural Disperso,38198
99,Vichada,1994,Total,54599
99,Vichada,1995,Cabecera,16875
99,Vichada,1995,Centros Poblados y Rural Disperso,39463
99,Vichada,1995,Total,56338
99,Vichada,1996,Cabecera,17360
99,Vichada,1996,Centros Poblados y Rural Disperso,40813
99,Vichada,1996,Total,58173
99,Vichada,1997,Cabecera,17868
99,Vichada,1997,Centros Poblados y Rural Disperso,42219
99,Vichada,1997,Total,60087
99,Vichada,1998,Cabecera,18383
99,Vichada,1998,Centros Poblados y Rural Disperso,43716
99,Vichada,1998,Total,62099
99,Vichada,1999,Cabecera,18918
99,Vichada,1999,Centros Poblados y Rural Disperso,45277
99,Vichada,1999,Total,64195
99,Vichada,2000,Cabecera,19441
99,Vichada,2000,Centros Poblados y Rural Disperso,46891
99,Vichada,2000,Total,66332
99,Vichada,2001,Cabecera,19970
99,Vichada,2001,Centros Poblados y Rural Disperso,48553
99,Vichada,2001,Total,68523
99,Vichada,2002,Cabecera,20489
99,Vichada,2002,Centros Poblados y Rural Disperso,50274
99,Vichada,2002,Total,70763
99,Vichada,2003,Cabecera,20991
99,Vichada,2003,Centros Poblados y Rural Disperso,52043
99,Vichada,2003,Total,73034
99,Vichada,2004,Cabecera,21481
99,Vichada,2004,Centros Poblados y Rural Disperso,53847
99,Vichada,2004,Total,75328
