DP,DPNOM,AÑO,ÁREA GEOGRÁFICA,Población
50,Meta,2014,Centros Poblados y Rural Disperso,228260
50,Meta,2014,Total,969808
50,Meta,2015,Cabecera,754897
50,Meta,2015,Centros Poblados y Rural Disperso,232335
50,Meta,2015,Total,987232
50,Meta,2016,Cabecera,768213
50,Meta,2016,Centros Poblados y Rural Disperso,236420
50,Meta,2016,Total,1004633
50,Meta,2017,Cabecera,781463
50,Meta,2017,Centros Poblados y Rural Disperso,240480
50,Meta,2017,Total,1021943
52,Nariño,2005,Cabecera,663356
52,Nariño,2005,Centros Poblados y Rural Disperso,847098
52,Nariño,2005,Total,1510454
52,Nariño,2006,Cabecera,669900
52,Nariño,2006,Centros Poblados y Rural Disperso,855210
52,Nariño,2006,Total,1525110
52,Nariño,2007,Cabecera,675753
52,Nariño,2007,Centros Poblados y Rural Disperso,862501
52,Nariño,2007,Total,1538254
52,Nariño,2008,Cabecera,680790
52,Nariño,2008,Centros Poblados y Rural Disperso,868783
52,Nariño,2008,Total,1549573
52,Nariño,2009,Cabecera,685314
52,Nariño,2009,Centros Poblados y Rural Disperso,874433
52,Nariño,2009,Total,1559747
52,Nariño,2010,Cabecera,689593
52,Nariño,2010,Centros Poblados y Rural Disperso,879820
52,Nariño,2010,Total,1569413
52,Nariño,2011,Cabecera,693645
52,Nariño,2011,Centros Poblados y Rural Disperso,884914
52,Nariño,2011,Total,1578559
52,Nariño,2012,Cabecera,697351
52,Nariño,2012,Centros Poblados y Rural Disperso,889594
52,Nariño,2012,Total,1586945
52,Nariño,2013,Cabecera,700622
52,Nariño,2013,Centros Poblados y Rural Disperso,893732
52,Nariño,2013,Total,1594354
52,Nariño,2014,Cabecera,703757
52,Nariño,2014,Centros Poblados y Rural Disperso,897709
52,Nariño,2014,Total,1601466
52,Nariño,2015,Cabecera,706965
52,Nariño,2015,Centros Poblados y Rural Disperso,901761
52,Nariño,2015,Total,1608726
52,Nariño,2016,Cabecera,710068
52,Nariño,2016,Centros Poblados y Rural Disperso,905699
52,Nariño,2016,Total,1615767
52,Nariño,2017,Cabecera,712802
52,Nariño,2017,Centros Poblados y Rural Disperso,909182
52,Nariño,2017,Total,1621984
54,Norte de Santander,2005,Cabecera,1015290
54,Norte de Santander,2005,Centros Poblados y Rural Disperso,282359
54,Norte de Santander,2005,Total,1297649
54,Norte de Santander,2006,Cabecera,1028188
54,Norte de Santander,2006,Centros Poblados y Rural Disperso,284169
54,Norte de Santander,2006,Total,1312357
54,Norte de Santander,2007,Cabecera,1040305
54,Norte de Santander,2007,Centros Poblados y Rural Disperso,286129
54,Norte de Santander,2007,Total,1326434
54,Norte de Santander,2008,Cabecera,1051533
54,Norte de Santander,2008,Centros Poblados y Rural Disperso,288149
54,Norte de Santander,2008,Total,1339682
54,Norte de Santander,2009,Cabecera,1062035
54,Norte de Santander,2009,Centros Poblados y Rural Disperso,290196
54,Norte de Santander,2009,Total,1352231
54,Norte de Santander,2010,Cabecera,1071702
54,Norte de Santander,2010,Centros Poblados y Rural Disperso,292187
54,Norte de Santander,2010,Total,1363889
54,Norte de Santander,2011,Cabecera,1080229
54,Norte de Santander,2011,Centros Poblados y Rural Disperso,294025
54,Norte de Santander,2011,Total,1374254
54,Norte de Santander,2012,Cabecera,1087964
54,Norte de Santander,2012,Centros Poblados y Rural Disperso,295741
54,Norte de Santander,2012,Total,1383705
54,Norte de Santander,2013,Cabecera,1095269
54,Norte de Santander,2013,Centros Poblados y Rural Disperso,297439
54,Norte de Santander,2013,Total,1392708
54,Norte de Santander,2014,Cabecera,1101991
54,Norte de Santander,2014,Centros Poblados y Rural Disperso,299024
54,Norte de Santander,2014,Total,1401015
54,Norte de Santander,2015,Cabecera,1109106
54,Norte de Santander,2015,Centros Poblados y Rural Disperso,300794
54,Norte de Santander,2015,Total,1409900
54,Norte de Santander,2016,Cabecera,1120904
54,Norte de Santander,2016,Centros Poblados y Rural Disperso,303857
54,Norte de Santander,2016,Total,1424761
54,Norte de Santander,2017,Cabecera,1138292
54,Norte de Santander,2017,Centros Poblados y Rural Disperso,308456
54,Norte de Santander,2017,Total,1446748
63,Quindio,2005,Cabecera,445857
63,Quindio,2005,Centros Poblados y Rural Disperso,65324
63,Quindio,2005,Total,511181
63,Quindio,2006,Cabecera,447333
63,Quindio,2006,Centros Poblados y Rural Disperso,65256
63,Quindio,2006,Total,512589
63,Quindio,2007,Cabecera,448567
63,Quindio,2007,Centros Poblados y Rural Disperso,65235
63,Quindio,2007,Total,513802
63,Quindio,2008,Cabecera,449512
63,Quindio,2008,Centros Poblados y Rural Disperso,65213
63,Quindio,2008,Total,514725
63,Quindio,2009,Cabecera,450559
63,Quindio,2009,Centros Poblados y Rural Disperso,65246
63,Quindio,2009,Total,515805
63,Quindio,2010,Cabecera,451990
63,Quindio,2010,Centros Poblados y Rural Disperso,65357
63,Quindio,2010,Total,517347
63,Quindio,2011,Cabecera,453557
63,Quindio,2011,Centros Poblados y Rural Disperso,65532
63,Quindio,2011,Total,519089
63,Quindio,2012,Cabecera,455012
63,Quindio,2012,Centros Poblados y Rural Disperso,65685
63,Quindio,2012,Total,520697
63,Quindio,2013,Cabecera,456313
63,Quindio,2013,Centros Poblados y Rural Disperso,65844
63,Quindio,2013,Total,522157
63,Quindio,2014,Cabecera,457921
63,Quindio,2014,Centros Poblados y Rural Disperso,66049
63,Quindio,2014,Total,523970
63,Quindio,2015,Cabecera,460144
63,Quindio,2015,Centros Poblados y Rural Disperso,66340
63,Quindio,2015,Total,526484
63,Quindio,2016,Cabecera,463141
63,Quindio,2016,Centros Poblados y Rural Disperso,66750
63,Quindio,2016,Total,529891
63,Quindio,2017,Cabecera,466715
63,Quindio,2017,Centros Poblados y Rural Disperso,67251
63,Quindio,2017,Total,533966
66,Risaralda,2005,Cabecera,667268
66,Risaralda,2005,Centros Poblados y Rural Disperso,210706
66,Risaralda,2005,Total,877974
66,Risaralda,2006,Cabecera,673803
66,Risaralda,2006,Centros Poblados y Rural Disperso,210218
66,Risaralda,2006,Total,884021
66,Risaralda,2007,Cabecera,679735
66,Risaralda,2007,Centros Poblados y Rural Disperso,209665
66,Risaralda,2007,Total,889400
66,Risaralda,2008,Cabecera,684836
66,Risaralda,2008,Centros Poblados y Rural Disperso,208961
66,Risaralda,2008,Total,893797
66,Risaralda,2009,Cabecera,689799
66,Risaralda,2009,Centros Poblados y Rural Disperso,208327
66,Risaralda,2009,Total,898126
66,Risaralda,2010,Cabecera,695098
66,Risaralda,2010,Centros Poblados y Rural Disperso,207896
66,Risaralda,2010,Total,902994
66,Risaralda,2011,Cabecera,700342
66,Risaralda,2011,Centros Poblados y Rural Disperso,207554
66,Risaralda,2011,Total,907896
66,Risaralda,2012,Cabecera,704966
66,Risaralda,2012,Centros Poblados y Rural Disperso,207121
66,Risaralda,2012,Total,912087
66,Risaralda,2013,Cabecera,708847
66,Risaralda,2013,Centros Poblados y Rural Disperso,206566
66,Risaralda,2013,Total,915413
66,Risaralda,2014,Cabecera,712845
66,Risaralda,2014,Centros Poblados y Rural Disperso,206120
66,Risaralda,2014,Total,918965
66,Risaralda,2015,Cabecera,717489
66,Risaralda,2015,Centros Poblados y Rural Disperso,205954
66,Risaralda,2015,Total,923443
66,Risaralda,2016,Cabecera,722943
66,Risaralda,2016,Centros Poblados y Rural Disperso,206103
66,Risaralda,2016,Total,929046
66,Risaralda,2017,Cabecera,728755
66,Risaralda,2017,Centros Poblados y Rural Disperso,206409
66,Risaralda,2017,Total,935164
68,Santander,2005,Cabecera,1341742
68,Santander,2005,Centros Poblados y Rural Disperso,540633
68,Santander,2005,Total,1882375
68,Santander,2006,Cabecera,1366684
68,Santander,2006,Centros Poblados y Rural Disperso,539246
68,Santander,2006,Total,1905930
68,Santander,2007,Cabecera,1391292
68,Santander,2007,Centros Poblados y Rural Disperso,537828
68,Santander,2007,Total,1929120
68,Santander,2008,Cabecera,1415423
68,Santander,2008,Centros Poblados y Rural Disperso,536374
68,Santander,2008,Total,1951797
68,Santander,2009,Cabecera,1439276
68,Santander,2009,Centros Poblados y Rural Disperso,534950
68,Santander,2009,Total,1974226
68,Santander,2010,Cabecera,1462795
68,Santander,2010,Centros Poblados y Rural Disperso,533557
68,Santander,2010,Total,1996352
68,Santander,2011,Cabecera,1485620
68,Santander,2011,Centros Poblados y Rural Disperso,532060
68,Santander,2011,Total,2017680
68,Santander,2012,Cabecera,1507681
68,Santander,2012,Centros Poblados y Rural Disperso,530441
68,Santander,2012,Total,2038122
68,Santander,2013,Cabecera,1529152
68,Santander,2013,Centros Poblados y Rural Disperso,528800
68,Santander,2013,Total,2057952
68,Santander,2014,Cabecera,1550183
68,Santander,2014,Centros Poblados y Rural Disperso,527165
68,Santander,2014,Total,2077348
68,Santander,2015,Cabecera,1571314
68,Santander,2015,Centros Poblados y Rural Disperso,525755
68,Santander,2015,Total,2097069
68,Santander,2016,Cabecera,1594698
68,Santander,2016,Centros Poblados y Rural Disperso,525256
68,Santander,2016,Total,2119954
68,Santander,2017,Cabecera,1620734
68,Santander,2017,Centros Poblados y Rural Disperso,525762
68,Santander,2017,Total,2146496
70,Sucre,2005,Cabecera,492583
70,Sucre,2005,Centros Poblados y Rural Disperso,290952
70,Sucre,2005,Total,783535
70,Sucre,2006,Cabecera,498070
70,Sucre,2006,Centros Poblados y Rural Disperso,294130
70,Sucre,2006,Total,792200
70,Sucre,2007,Cabecera,503555
70,Sucre,2007,Centros Poblados y Rural Disperso,297293
70,Sucre,2007,Total,800848
70,Sucre,2008,Cabecera,508966
70,Sucre,2008,Centros Poblados y Rural Disperso,300448
70,Sucre,2008,Total,809414
70,Sucre,2009,Cabecera,514350
70,Sucre,2009,Centros Poblados y Rural Disperso,303587
70,Sucre,2009,Total,817937
70,Sucre,2010,Cabecera,519701
70,Sucre,2010,Centros Poblados y Rural Disperso,306710
70,Sucre,2010,Total,826411
70,Sucre,2011,Cabecera,524950
70,Sucre,2011,Centros Poblados y Rural Disperso,309786
70,Sucre,2011,Total,834736
70,Sucre,2012,Cabecera,530124
70,Sucre,2012,Centros Poblados y Rural Disperso,312826
70,Sucre,2012,Total,842950
70,Sucre,2013,Cabecera,535295
70,Sucre,2013,Centros Poblados y Rural Disperso,315862
70,Sucre,2013,Total,851157
70,Sucre,2014,Cabecera,540432
70,Sucre,2014,Centros Poblados y Rural Disperso,318892
70,Sucre,2014,Total,859324
70,Sucre,2015,Cabecera,545710
70,Sucre,2015,Centros Poblados y Rural Disperso,321991
70,Sucre,2015,Total,867701
70,Sucre,2016,Cabecera,551816
70,Sucre,2016,Centros Poblados y Rural Disperso,325581
70,Sucre,2016,Total,877397
70,Sucre,2017,Cabecera,558884
70,Sucre,2017,Centros Poblados y Rural Disperso,329754
70,Sucre,2017,Total,888638
73,Tolima,2005,Cabecera,851772
73,Tolima,2005,Centros Poblados y Rural Disperso,452444
73,Tolima,2005,Total,1304216
73,Tolima,2006,Cabecera,857160
73,Tolima,2006,Centros Poblados y Rural Disperso,449025
73,Tolima,2006,Total,1306185
73,Tolima,2007,Cabecera,862189
73,Tolima,2007,Centros Poblados y Rural Disperso,445761
73,Tolima,2007,Total,1307950
73,Tolima,2008,Cabecera,866874
73,Tolima,2008,Centros Poblados y Rural Disperso,442639
73,Tolima,2008,Total,1309513
73,Tolima,2009,Cabecera,871357
73,Tolima,2009,Centros Poblados y Rural Disperso,439719
73,Tolima,2009,Total,1311076
73,Tolima,2010,Cabecera,875727
73,Tolima,2010,Centros Poblados y Rural Disperso,437041
73,Tolima,2010,Total,1312768
73,Tolima,2011,Cabecera,879927
73,Tolima,2011,Centros Poblados y Rural Disperso,434552
73,Tolima,2011,Total,1314479
73,Tolima,2012,Cabecera,883873
73,Tolima,2012,Centros Poblados y Rural Disperso,432181
73,Tolima,2012,Total,1316054
73,Tolima,2013,Cabecera,887563
73,Tolima,2013,Centros Poblados y Rural Disperso,429944
73,Tolima,2013,Total,1317507
73,Tolima,2014,Cabecera,891162
73,Tolima,2014,Centros Poblados y Rural Disperso,427898
73,Tolima,2014,Total,1319060
73,Tolima,2015,Cabecera,894812
73,Tolima,2015,Centros Poblados y Rural Disperso,426099
73,Tolima,2015,Total,1320911
73,Tolima,2016,Cabecera,898714
73,Tolima,2016,Centros Poblados y Rural Disperso,424609
73,Tolima,2016,Total,1323323
73,Tolima,2017,Cabecera,902789
73,Tolima,2017,Centros Poblados y Rural Disperso,423414
73,Tolima,2017,Total,1326203
76,Valle del Cauca,2005,Cabecera,3579635
76,Valle del Cauca,2005,Centros Poblados y Rural Disperso,627316
76,Valle del Cauca,2005,Total,4206951
76,Valle del Cauca,2006,Cabecera,3605414
76,Valle del Cauca,2006,Centros Poblados y Rural Disperso,631554
76,Valle del Cauca,2006,Total,4236968
76,Valle del Cauca,2007,Cabecera,3628032
76,Valle del Cauca,2007,Centros Poblados y Rural Disperso,635295
76,Valle del Cauca,2007,Total,4263327
76,Valle del Cauca,2008,Cabecera,3646090
76,Valle del Cauca,2008,Centros Poblados y Rural Disperso,638285
76,Valle del Cauca,2008,Total,4284375
76,Valle del Cauca,2009,Cabecera,3662599
76,Valle del Cauca,2009,Centros Poblados y Rural Disperso,641040
76,Valle del Cauca,2009,Total,4303639
76,Valle del Cauca,2010,Cabecera,3679800
76,Valle del Cauca,2010,Centros Poblados y Rural Disperso,643951
76,Valle del Cauca,2010,Total,4323751
76,Valle del Cauca,2011,Cabecera,3696363
76,Valle del Cauca,2011,Centros Poblados y Rural Disperso,646768
76,Valle del Cauca,2011,Total,4343131
76,Valle del Cauca,2012,Cabecera,3710159
76,Valle del Cauca,2012,Centros Poblados y Rural Disperso,649129
76,Valle del Cauca,2012,Total,4359288
76,Valle del Cauca,2013,Cabecera,3720434
76,Valle del Cauca,2013,Centros Poblados y Rural Disperso,650870
76,Valle del Cauca,2013,Total,4371304
76,Valle del Cauca,2014,Cabecera,3730435
76,Valle del Cauca,2014,Centros Poblados y Rural Disperso,652583
76,Valle del Cauca,2014,Total,4383018
76,Valle del Cauca,2015,Cabecera,3742514
76,Valle del Cauca,2015,Centros Poblados y Rural Disperso,654680
76,Valle del Cauca,2015,Total,4397194
76,Valle del Cauca,2016,Cabecera,3757319
76,Valle del Cauca,2016,Centros Poblados y Rural Disperso,657250
76,Valle del Cauca,2016,Total,4414569
76,Valle del Cauca,2017,Cabecera,3772643
76,Valle del Cauca,2017,Centros Poblados y Rural Disperso,659906
76,Valle del Cauca,2017,Total,4432549
81,Arauca,2005,Cabecera,145320
81,Arauca,2005,Centros Poblados y Rural Disperso,75532
81,Arauca,2005,Total,220852
81,Arauca,2006,Cabecera,146147
81,Arauca,2006,Centros Poblados y Rural Disperso,75916
81,Arauca,2006,Total,222063
81,Arauca,2007,Cabecera,147085
81,Arauca,2007,Centros Poblados y Rural Disperso,76368
81,Arauca,2007,Total,223453
81,Arauca,2008,Cabecera,148113
81,Arauca,2008,Centros Poblados y Rural Disperso,76883
81,Arauca,2008,Total,224996
81,Arauca,2009,Cabecera,149253
81,Arauca,2009,Centros Poblados y Rural Disperso,77452
81,Arauca,2009,Total,226705
81,Arauca,2010,Cabecera,150455
81,Arauca,2010,Centros Poblados y Rural Disperso,78058
81,Arauca,2010,Total,228513
81,Arauca,2011,Cabecera,151663
81,Arauca,2011,Centros Poblados y Rural Disperso,78686
81,Arauca,2011,Total,230349
81,Arauca,2012,Cabecera,152966
81,Arauca,2012,Centros Poblados y Rural Disperso,79350
81,Arauca,2012,Total,232316
81,Arauca,2013,Cabecera,154423
81,Arauca,2013,Centros Poblados y Rural Disperso,80106
81,Arauca,2013,Total,234529
81,Arauca,2014,Cabecera,156009
81,Arauca,2014,Centros Poblados y Rural Disperso,80922
81,Arauca,2014,Total,236931
81,Arauca,2015,Cabecera,157884
81,Arauca,2015,Centros Poblados y Rural Disperso,81888
81,Arauca,2015,Total,239772
81,Arauca,2016,Cabecera,160796
81,Arauca,2016,Centros Poblados y Rural Disperso,83410
81,Arauca,2016,Total,244206
81,Arauca,2017,Cabecera,164947
81,Arauca,2017,Centros Poblados y Rural Disperso,85555
81,Arauca,2017,Total,250502
85,Casanare,2005,Cabecera,227835
85,Casanare,2005,Centros Poblados y Rural Disperso,97226
85,Casanare,2005,Total,325061
85,Casanare,2006,Cabecera,233306
85,Casanare,2006,Centros Poblados y Rural Disperso,99275
85,Casanare,2006,Total,332581
85,Casanare,2007,Cabecera,238649
85,Casanare,2007,Centros Poblados y Rural Disperso,101379
85,Casanare,2007,Total,340028
85,Casanare,2008,Cabecera,243877
85,Casanare,2008,Centros Poblados y Rural Disperso,103485
85,Casanare,2008,Total,347362
85,Casanare,2009,Cabecera,249035
85,Casanare,2009,Centros Poblados y Rural Disperso,105586
85,Casanare,2009,Total,354621
85,Casanare,2010,Cabecera,254145
85,Casanare,2010,Centros Poblados y Rural Disperso,107679
85,Casanare,2010,Total,361824
85,Casanare,2011,Cabecera,259137
85,Casanare,2011,Centros Poblados y Rural Disperso,109775
85,Casanare,2011,Total,368912
85,Casanare,2012,Cabecera,264041
85,Casanare,2012,Centros Poblados y Rural Disperso,111831
85,Casanare,2012,Total,375872
85,Casanare,2013,Cabecera,268881
85,Casanare,2013,Centros Poblados y Rural Disperso,113854
85,Casanare,2013,Total,382735
85,Casanare,2014,Cabecera,273652
85,Casanare,2014,Centros Poblados y Rural Disperso,115859
85,Casanare,2014,Total,389511
85,Casanare,2015,Cabecera,278433
85,Casanare,2015,Centros Poblados y Rural Disperso,117887
85,Casanare,2015,Total,396320
85,Casanare,2016,Cabecera,283526
85,Casanare,2016,Centros Poblados y Rural Disperso,120028
85,Casanare,2016,Total,403554
85,Casanare,2017,Cabecera,288933
85,Casanare,2017,Centros Poblados y Rural Disperso,122322
85,Casanare,2017,Total,411255
86,Putumayo,2005,Cabecera,132215
86,Putumayo,2005,Centros Poblados y Rural Disperso,134059
86,Putumayo,2005,Total,266274
86,Putumayo,2006,Cabecera,135844
86,Putumayo,2006,Centros Poblados y Rural Disperso,136680
86,Putumayo,2006,Total,272524
86,Putumayo,2007,Cabecera,139267
86,Putumayo,2007,Centros Poblados y Rural Disperso,139470
86,Putumayo,2007,Total,278737
86,Putumayo,2008,Cabecera,142550
86,Putumayo,2008,Centros Poblados y Rural Disperso,142367
86,Putumayo,2008,Total,284917
86,Putumayo,2009,Cabecera,145809
86,Putumayo,2009,Centros Poblados y Rural Disperso,145390
86,Putumayo,2009,Total,291199
86,Putumayo,2010,Cabecera,149078
86,Putumayo,2010,Centros Poblados y Rural Disperso,148522
86,Putumayo,2010,Total,297600
86,Putumayo,2011,Cabecera,152297
86,Putumayo,2011,Centros Poblados y Rural Disperso,151632
86,Putumayo,2011,Total,303929
86,Putumayo,2012,Cabecera,155382
86,Putumayo,2012,Centros Poblados y Rural Disperso,154645
86,Putumayo,2012,Total,310027
86,Putumayo,2013,Cabecera,158356
86,Putumayo,2013,Centros Poblados y Rural Disperso,157585
86,Putumayo,2013,Total,315941
86,Putumayo,2014,Cabecera,161324
86,Putumayo,2014,Centros Poblados y Rural Disperso,160526
86,Putumayo,2014,Total,321850
86,Putumayo,2015,Cabecera,164338
86,Putumayo,2015,Centros Poblados y Rural Disperso,163518
86,Putumayo,2015,Total,327856
86,Putumayo,2016,Cabecera,167500
86,Putumayo,2016,Centros Poblados y Rural Disperso,166652
86,Putumayo,2016,Total,334152
86,Putumayo,2017,Cabecera,170811
86,Putumayo,2017,Centros Poblados y Rural Disperso,169939
86,Putumayo,2017,Total,340750
88,Archipiélago de San Andrés,2005,Cabecera,44953
88,Archipiélago de San Andrés,2005,Centros Poblados y Rural Disperso,17167
88,Archipiélago de San Andrés,2005,Total,62120
88,Archipiélago de San Andrés,2006,Cabecera,44948
88,Archipiélago de San Andrés,2006,Centros Poblados y Rural Disperso,17138
88,Archipiélago de San Andrés,2006,Total,62086
88,Archipiélago de San Andrés,2007,Cabecera,44951
88,Archipiélago de San Andrés,2007,Centros Poblados y Rural Disperso,17089
88,Archipiélago de San Andrés,2007,Total,62040
88,Archipiélago de San Andrés,2008,Cabecera,44924
88,Archipiélago de San Andrés,2008,Centros Poblados y Rural Disperso,17047
88,Archipiélago de San Andrés,2008,Total,61971
88,Archipiélago de San Andrés,2009,Cabecera,44890
88,Archipiélago de San Andrés,2009,Centros Poblados y Rural Disperso,16985
88,Archipiélago de San Andrés,2009,Total,61875
88,Archipiélago de San Andrés,2010,Cabecera,44858
88,Archipiélago de San Andrés,2010,Centros Poblados y Rural Disperso,16929
88,Archipiélago de San Andrés,2010,Total,61787
88,Archipiélago de San Andrés,2011,Cabecera,44838
88,Archipiélago de San Andrés,2011,Centros Poblados y Rural Disperso,16873
88,Archipiélago de San Andrés,2011,Total,61711
88,Archipiélago de San Andrés,2012,Cabecera,44824
88,Archipiélago de San Andrés,2012,Centros Poblados y Rural Disperso,16809
88,Archipiélago de San Andrés,2012,Total,61633
88,Archipiélago de San Andrés,2013,Cabecera,44804
88,Archipiélago de San Andrés,2013,Centros Poblados y Rural Disperso,16739
88,Archipiélago de San Andrés,2013,Total,61543
88,Archipiélago de San Andrés,2014,Cabecera,44789
88,Archipiélago de San Andrés,2014,Centros Poblados y Rural Disperso,16674
88,Archipiélago de San Andrés,2014,Total,61463
88,Archipiélago de San Andrés,2015,Cabecera,44801
88,Archipiélago de San Andrés,2015,Centros Poblados y Rural Disperso,16605
88,Archipiélago de San Andrés,2015,Total,61406
88,Archipiélago de San Andrés,2016,Cabecera,44824
88,Archipiélago de San Andrés,2016,Centros Poblados y Rural Disperso,16534
88,Archipiélago de San Andrés,2016,Total,61358
88,Archipiélago de San Andrés,2017,Cabecera,44846
88,Archipiélago de San Andrés,2017,Centros Poblados y Rural Disperso,16463
88,Archipiélago de San Andrés,2017,Total,61309
91,Amazonas,2005,Cabecera,29341
91,Amazonas,2005,Centros Poblados y Rural Disperso,30239
91,Amazonas,2005,Total,59580
91,Amazonas,2006,Cabecera,29805
91,Amazonas,2006,Centros Poblados y Rural Disperso,30979
91,Amazonas,2006,Total,60784
91,Amazonas,2007,Cabecera,30318
91,Amazonas,2007,Centros Poblados y Rural Disperso,31710
91,Amazonas,2007,Total,62028
91,Amazonas,2008,Cabecera,30841
91,Amazonas,2008,Centros Poblados y Rural Disperso,32450
91,Amazonas,2008,Total,63291
91,Amazonas,2009,Cabecera,31414
91,Amazonas,2009,Centros Poblados y Rural Disperso,33202
91,Amazonas,2009,Total,64616
91,Amazonas,2010,Cabecera,32027
91,Amazonas,2010,Centros Poblados y Rural Disperso,33964
91,Amazonas,2010,Total,65991
91,Amazonas,2011,Cabecera,32655
91,Amazonas,2011,Centros Poblados y Rural Disperso,34706
91,Amazonas,2011,Total,67361
91,Amazonas,2012,Cabecera,33268
91,Amazonas,2012,Centros Poblados y Rural Disperso,35413
91,Amazonas,2012,Total,68681
91,Amazonas,2013,Cabecera,33866
91,Amazonas,2013,Centros Poblados y Rural Disperso,36087
91,Amazonas,2013,Total,69953
91,Amazonas,2014,Cabecera,34464
91,Amazonas,2014,Centros Poblados y Rural Disperso,36751
91,Amazonas,2014,Total,71215
91,Amazonas,2015,Cabecera,35073
91,Amazonas,2015,Centros Poblados y Rural Disperso,37412
91,Amazonas,2015,Total,72485
91,Amazonas,2016,Cabecera,35704
91,Amazonas,2016,Centros Poblados y Rural Disperso,38086
91,Amazonas,2016,Total,73790
91,Amazonas,2017,Cabecera,36330
91,Amazonas,2017,Centros Poblados y Rural Disperso,38774
91,Amazonas,2017,Total,75104
94,Guainía,2005,Cabecera,12884
94,Guainía,2005,Centros Poblados y Rural Disperso,17847
94,Guainía,2005,Total,30731
94,Guainía,2006,Cabecera,13392
94,Guainía,2006,Centros Poblados y Rural Disperso,18489
94,Guainía,2006,Total,31881
94,Guainía,2007,Cabecera,13906
94,Guainía,2007,Centros Poblados y Rural Disperso,19167
94,Guainía,2007,Total,33073
94,Guainía,2008,Cabecera,14434
94,Guainía,2008,Centros Poblados y Rural Disperso,19860
94,Guainía,2008,Total,34294
94,Guainía,2009,Cabecera,14972
94,Guainía,2009,Centros Poblados y Rural Disperso,20562
94,Guainía,2009,Total,35534
94,Guainía,2010,Cabecera,15495
94,Guainía,2010,Centros Poblados y Rural Disperso,21298
94,Guainía,2010,Total,36793
94,Guainía,2011,Cabecera,16035
94,Guainía,2011,Centros Poblados y Rural Disperso,22037
94,Guainía,2011,Total,38072
94,Guainía,2012,Cabecera,16578
94,Guainía,2012,Centros Poblados y Rural Disperso,22776
94,Guainía,2012,Total,39354
94,Guainía,2013,Cabecera,17126
94,Guainía,2013,Centros Poblados y Rural Disperso,23512
94,Guainía,2013,Total,40638
94,Guainía,2014,Cabecera,17673
94,Guainía,2014,Centros Poblados y Rural Disperso,24273
94,Guainía,2014,Total,41946
94,Guainía,2015,Cabecera,18237
94,Guainía,2015,Centros Poblados y Rural Disperso,25054
94,Guainía,2015,Total,43291
94,Guainía,2016,Cabecera,18843
94,Guainía,2016,Centros Poblados y Rural Disperso,25879
94,Guainía,2016,Total,44722
94,Guainía,2017,Cabecera,19486
94,Guainía,2017,Centros Poblados y Rural Disperso,26764
94,Guainía,2017,Total,46250
95,Guaviare,2005,Cabecera,40344
95,Guaviare,2005,Centros Poblados y Rural Disperso,32952
95,Guaviare,2005,Total,73296
95,Guaviare,2006,Cabecera,40280
95,Guaviare,2006,Centros Poblados y Rural Disperso,32721
95,Guaviare,2006,Total,73001
95,Guaviare,2007,Cabecera,40260
95,Guaviare,2007,Centros Poblados y Rural Disperso,32569
95,Guaviare,2007,Total,72829
95,Guaviare,2008,Cabecera,40302
95,Guaviare,2008,Centros Poblados y Rural Disperso,32484
95,Guaviare,2008,Total,72786
95,Guaviare,2009,Cabecera,40404
95,Guaviare,2009,Centros Poblados y Rural Disperso,32496
95,Guaviare,2009,Total,72900
95,Guaviare,2010,Cabecera,40600
95,Guaviare,2010,Centros Poblados y Rural Disperso,32594
95,Guaviare,2010,Total,73194
95,Guaviare,2011,Cabecera,40875
95,Guaviare,2011,Centros Poblados y Rural Disperso,32777
95,Guaviare,2011,Total,73652
95,Guaviare,2012,Cabecera,41242
95,Guaviare,2012,Centros Poblados y Rural Disperso,33039
95,Guaviare,2012,Total,74281
95,Guaviare,2013,Cabecera,41702
95,Guaviare,2013,Centros Poblados y Rural Disperso,33390
95,Guaviare,2013,Total,75092
95,Guaviare,2014,Cabecera,42267
95,Guaviare,2014,Centros Poblados y Rural Disperso,33834
95,Guaviare,2014,Total,76101
95,Guaviare,2015,Cabecera,42956
95,Guaviare,2015,Centros Poblados y Rural Disperso,34372
95,Guaviare,2015,Total,77328
95,Guaviare,2016,Cabecera,43773
95,Guaviare,2016,Centros Poblados y Rural Disperso,35023
95,Guaviare,2016,Total,78796
95,Guaviare,2017,Cabecera,44733
95,Guaviare,2017,Centros Poblados y Rural Disperso,35774
95,Guaviare,2017,Total,80507
97,Vaupés,2005,Cabecera,7525
97,Vaupés,2005,Centros Poblados y Rural Disperso,17936
97,Vaupés,2005,Total,25461
97,Vaupés,2006,Cabecera,7890
97,Vaupés,2006,Centros Poblados y Rural Disperso,18768
97,Vaupés,2006,Total,26658
97,Vaupés,2007,Cabecera,8258
97,Vaupés,2007,Centros Poblados y Rural Disperso,19623
97,Vaupés,2007,Total,27881
97,Vaupés,2008,Cabecera,8621
97,Vaupés,2008,Centros Poblados y Rural Disperso,20502
97,Vaupés,2008,Total,29123
97,Vaupés,2009,Cabecera,9007
97,Vaupés,2009,Centros Poblados y Rural Disperso,21387
97,Vaupés,2009,Total,30394
97,Vaupés,2010,Cabecera,9390
97,Vaupés,2010,Centros Poblados y Rural Disperso,22287
97,Vaupés,2010,Total,31677
97,Vaupés,2011,Cabecera,9759
97,Vaupés,2011,Centros Poblados y Rural Disperso,23181
